provider_id,provider_name,provider_region,provider_network_status,provider_contract_type,provider_risk_tier,provider_group,provider_start_date
P1301,Dr. Jennifer Taylor,Midwest,In-Network,Shared Savings,Medium,Group A,10/17/2016
P1302,Dr. Jennifer Davis,Midwest,Out-of-Network,Shared Savings,High,Group B,6/16/2024
P1303,Dr. Patricia Williams,Northeast,In-Network,Value-Based,Low,Group B,3/29/2025
P1304,Dr. John Miller,South,Out-of-Network,Fee-for-Service,Medium,Group A,2/25/2020
P1305,Dr. Susan Taylor,Midwest,Out-of-Network,Capitated,Low,Academic,2/7/2020
P1306,Dr. Barbara Brown,South,In-Network,Capitated,Medium,Group B,10/23/2021
P1307,Dr. Susan Wilson,West,In-Network,Capitated,Medium,Group B,8/11/2018
P1308,Dr. John Davis,Northeast,In-Network,Fee-for-Service,Medium,Academic,5/16/2021
P1309,Dr. Susan Garcia,Midwest,In-Network,Shared Savings,Low,Group C,6/4/2020
P1310,Dr. Michael Smith,South,In-Network,Value-Based,High,Group B,8/29/2021
P1311,Dr. Mary Smith,Northeast,Out-of-Network,Fee-for-Service,Low,Group A,2/8/2026
P1312,Dr. Susan Thomas,West,In-Network,Capitated,Low,Group C,8/25/2020
P1313,Dr. Michael Jones,Midwest,In-Network,Shared Savings,Medium,Group A,10/1/2023
P1314,Dr. Jennifer Davis,South,In-Network,Fee-for-Service,Low,Academic,11/7/2021
P1315,Dr. Jennifer Johnson,South,Out-of-Network,Fee-for-Service,Low,Academic,9/16/2017
P1316,Dr. Richard Johnson,Northeast,Out-of-Network,Capitated,Low,Academic,4/20/2020
P1317,Dr. Robert Williams,West,In-Network,Shared Savings,Medium,Independent,1/14/2024
P1318,Dr. Mary Anderson,Northeast,In-Network,Capitated,High,Group B,9/22/2024
P1319,Dr. Patricia Garcia,Northeast,Out-of-Network,Value-Based,Medium,Group B,11/12/2020
P1320,Dr. Barbara Garcia,Midwest,In-Network,Capitated,Low,Group C,5/28/2019
P1321,Dr. Linda Miller,Northeast,Out-of-Network,Value-Based,High,Group A,12/3/2015
P1322,Dr. David Anderson,Midwest,Out-of-Network,Shared Savings,High,Academic,11/18/2021
P1323,Dr. Patricia Jones,Northeast,In-Network,Capitated,Medium,Group A,10/27/2024
P1324,Dr. Michael Taylor,Northeast,Out-of-Network,Capitated,High,Academic,8/28/2021
P1325,Dr. Linda Thomas,Northeast,Out-of-Network,Capitated,High,Group C,1/28/2015
P1326,Dr. Mary Garcia,Midwest,In-Network,Value-Based,Low,Group B,4/23/2017
P1327,Dr. Linda Wilson,Northeast,Out-of-Network,Shared Savings,High,Group C,4/23/2022
P1328,Dr. James Thomas,West,Out-of-Network,Value-Based,Medium,Independent,7/29/2015
P1329,Dr. David Wilson,West,Out-of-Network,Capitated,Low,Group B,5/7/2022
P1330,Dr. John Wilson,South,In-Network,Fee-for-Service,High,Academic,3/20/2015
P1331,Dr. David Anderson,Northeast,Out-of-Network,Value-Based,Medium,Group A,12/3/2021
P1332,Dr. Mary Johnson,Midwest,Out-of-Network,Fee-for-Service,Low,Academic,1/24/2015
P1333,Dr. John Williams,West,Out-of-Network,Shared Savings,Low,Group B,8/10/2015
P1334,Dr. Jennifer Anderson,South,In-Network,Capitated,High,Group B,8/7/2024
P1335,Dr. Susan Smith,South,Out-of-Network,Value-Based,High,Independent,5/11/2020
P1336,Dr. Richard Jones,West,Out-of-Network,Fee-for-Service,High,Independent,7/15/2020
P1337,Dr. James Johnson,Midwest,Out-of-Network,Fee-for-Service,Low,Academic,10/14/2015
P1338,Dr. William Davis,Midwest,In-Network,Value-Based,Medium,Independent,2/4/2015
P1339,Dr. Michael Brown,West,In-Network,Shared Savings,High,Academic,2/21/2018
P1340,Dr. William Johnson,West,Out-of-Network,Fee-for-Service,Medium,Group A,5/8/2019
P1341,Dr. David Wilson,Northeast,In-Network,Capitated,Medium,Group C,7/27/2019
P1342,Dr. Susan Davis,South,In-Network,Value-Based,Low,Group C,3/23/2020
P1343,Dr. Robert Thomas,South,In-Network,Capitated,Low,Group C,2/15/2024
P1344,Dr. Jennifer Taylor,West,Out-of-Network,Capitated,Low,Group C,7/3/2023
P1345,Dr. Jennifer Brown,Northeast,In-Network,Shared Savings,Medium,Academic,12/4/2015
P1346,Dr. Michael Davis,Northeast,In-Network,Shared Savings,High,Group A,2/8/2025
P1347,Dr. Elizabeth Garcia,Northeast,In-Network,Fee-for-Service,Medium,Group C,9/15/2017
P1348,Dr. Elizabeth Garcia,Midwest,Out-of-Network,Fee-for-Service,Low,Group C,4/15/2021
P1349,Dr. Elizabeth Williams,West,In-Network,Shared Savings,High,Academic,8/12/2023
P1350,Dr. William Johnson,South,In-Network,Fee-for-Service,Low,Group C,11/15/2015
P1351,Dr. Robert Taylor,Northeast,Out-of-Network,Fee-for-Service,Low,Group B,8/19/2018
P1352,Dr. Elizabeth Thomas,South,Out-of-Network,Shared Savings,Low,Group A,2/25/2026
P1353,Dr. Mary Wilson,South,In-Network,Capitated,Medium,Group A,6/26/2022
P1354,Dr. Susan Johnson,Midwest,In-Network,Value-Based,Low,Group B,7/29/2016
P1355,Dr. Richard Wilson,South,Out-of-Network,Value-Based,High,Group B,1/27/2017
P1356,Dr. David Miller,South,Out-of-Network,Fee-for-Service,High,Academic,4/10/2015
P1357,Dr. Richard Anderson,South,Out-of-Network,Capitated,Low,Independent,12/11/2025
P1358,Dr. David Taylor,South,Out-of-Network,Fee-for-Service,Medium,Academic,6/21/2022
P1359,Dr. Elizabeth Johnson,Northeast,Out-of-Network,Shared Savings,Low,Group B,9/6/2018
P1360,Dr. Susan Wilson,South,Out-of-Network,Capitated,Medium,Group A,1/24/2021
P1361,Dr. Patricia Davis,South,Out-of-Network,Shared Savings,High,Independent,11/14/2015
P1362,Dr. John Johnson,West,Out-of-Network,Capitated,High,Group A,8/8/2021
P1363,Dr. Richard Wilson,Northeast,In-Network,Fee-for-Service,Medium,Group B,2/28/2020
P1364,Dr. Patricia Thomas,Northeast,In-Network,Fee-for-Service,Medium,Academic,7/31/2022
P1365,Dr. William Smith,Northeast,In-Network,Value-Based,Low,Group A,6/3/2015
P1366,Dr. James Williams,Midwest,In-Network,Capitated,High,Group C,1/23/2025
P1367,Dr. Michael Wilson,West,In-Network,Fee-for-Service,Medium,Independent,5/26/2024
P1368,Dr. James Brown,West,Out-of-Network,Capitated,Medium,Group A,6/12/2016
P1369,Dr. John Thomas,South,In-Network,Fee-for-Service,High,Group C,2/28/2018
P1370,Dr. Jennifer Thomas,Midwest,Out-of-Network,Fee-for-Service,High,Group A,7/5/2016
P1371,Dr. Susan Johnson,South,In-Network,Value-Based,High,Group A,7/18/2020
P1372,Dr. Elizabeth Garcia,South,In-Network,Capitated,High,Independent,10/21/2020
P1373,Dr. William Wilson,South,In-Network,Value-Based,High,Group B,12/26/2019
P1374,Dr. Susan Johnson,Northeast,In-Network,Capitated,Medium,Group C,8/30/2022
P1375,Dr. Richard Wilson,Northeast,Out-of-Network,Capitated,High,Group C,8/7/2018
P1376,Dr. Robert Garcia,Midwest,In-Network,Capitated,Medium,Group B,8/18/2022
P1377,Dr. Barbara Johnson,Northeast,In-Network,Fee-for-Service,Low,Independent,7/9/2019
P1378,Dr. Patricia Davis,South,In-Network,Capitated,Medium,Independent,9/29/2022
P1379,Dr. Mary Brown,Midwest,In-Network,Shared Savings,Low,Group C,2/12/2022
P1380,Dr. Patricia Johnson,South,Out-of-Network,Capitated,Low,Group B,4/25/2016
P1381,Dr. Susan Thomas,Northeast,In-Network,Value-Based,Low,Group A,1/9/2025
P1382,Dr. Mary Wilson,Midwest,In-Network,Fee-for-Service,Medium,Academic,8/22/2021
P1383,Dr. Susan Miller,West,Out-of-Network,Fee-for-Service,Low,Group C,4/4/2025
P1384,Dr. Elizabeth Brown,West,In-Network,Shared Savings,Medium,Group A,5/19/2019
P1385,Dr. Michael Taylor,Midwest,In-Network,Shared Savings,High,Group C,2/8/2024
P1386,Dr. Robert Jones,South,Out-of-Network,Fee-for-Service,Medium,Academic,5/28/2020
P1387,Dr. Richard Taylor,Northeast,In-Network,Capitated,Low,Group C,12/31/2024
P1388,Dr. Michael Smith,South,In-Network,Shared Savings,High,Group C,6/4/2020
P1389,Dr. Richard Wilson,Midwest,Out-of-Network,Shared Savings,Medium,Group A,10/13/2021
P1390,Dr. Mary Brown,South,In-Network,Capitated,Low,Group A,4/9/2023
P1391,Dr. Mary Taylor,Midwest,In-Network,Fee-for-Service,High,Group A,2/13/2015
P1392,Dr. Patricia Wilson,Northeast,In-Network,Shared Savings,Low,Group B,8/1/2024
P1393,Dr. Elizabeth Garcia,South,In-Network,Capitated,Medium,Group C,8/25/2024
P1394,Dr. William Taylor,Northeast,In-Network,Fee-for-Service,High,Independent,10/29/2021
P1395,Dr. David Garcia,South,In-Network,Fee-for-Service,High,Group B,2/14/2024
P1396,Dr. Jennifer Garcia,West,In-Network,Shared Savings,High,Group A,12/20/2015
P1397,Dr. James Jones,West,Out-of-Network,Shared Savings,Low,Group C,4/14/2019
P1398,Dr. James Thomas,West,Out-of-Network,Value-Based,Medium,Group C,9/26/2025
P1399,Dr. Michael Wilson,South,In-Network,Shared Savings,Medium,Academic,6/27/2018
P1400,Dr. Elizabeth Taylor,Midwest,In-Network,Fee-for-Service,Low,Group B,1/22/2018
P1401,Dr. Linda Miller,Midwest,In-Network,Capitated,Medium,Academic,12/10/2024
P1402,Dr. John Williams,Northeast,In-Network,Fee-for-Service,Low,Group A,7/9/2018
P1403,Dr. William Davis,Midwest,In-Network,Capitated,Medium,Group A,5/6/2025
P1404,Dr. Robert Miller,West,Out-of-Network,Fee-for-Service,Low,Academic,7/3/2017
P1405,Dr. William Wilson,Northeast,Out-of-Network,Value-Based,Low,Academic,7/14/2020
P1406,Dr. Patricia Anderson,Midwest,Out-of-Network,Value-Based,Medium,Academic,2/28/2024
P1407,Dr. Elizabeth Brown,South,Out-of-Network,Capitated,Medium,Independent,1/29/2015
P1408,Dr. Robert Brown,Midwest,In-Network,Shared Savings,Low,Independent,11/27/2017
P1409,Dr. Patricia Williams,West,In-Network,Shared Savings,Medium,Group C,4/10/2024
P1410,Dr. Barbara Taylor,West,In-Network,Value-Based,Low,Independent,11/19/2021
P1411,Dr. Linda Smith,South,Out-of-Network,Fee-for-Service,High,Academic,12/9/2022
P1412,Dr. Patricia Miller,West,In-Network,Capitated,High,Independent,10/21/2024
P1413,Dr. Susan Williams,South,In-Network,Value-Based,Medium,Group B,11/13/2017
P1414,Dr. Susan Smith,West,In-Network,Value-Based,High,Group B,3/16/2025
P1415,Dr. Patricia Taylor,Northeast,In-Network,Capitated,Low,Academic,11/18/2021
P1416,Dr. Robert Thomas,South,In-Network,Value-Based,High,Group A,4/6/2022
P1417,Dr. Jennifer Williams,West,Out-of-Network,Value-Based,High,Independent,1/12/2021
P1418,Dr. Richard Smith,Northeast,Out-of-Network,Shared Savings,High,Group A,1/26/2025
P1419,Dr. Robert Davis,West,Out-of-Network,Shared Savings,Low,Academic,5/31/2018
P1420,Dr. Susan Davis,West,In-Network,Capitated,Medium,Group B,11/18/2022
P1421,Dr. Susan Thomas,Northeast,Out-of-Network,Fee-for-Service,Medium,Group C,9/30/2021
P1422,Dr. Susan Miller,South,Out-of-Network,Fee-for-Service,Medium,Academic,5/8/2025
P1423,Dr. Linda Jones,Midwest,Out-of-Network,Value-Based,Medium,Group A,11/20/2023
P1424,Dr. Patricia Johnson,West,Out-of-Network,Capitated,Medium,Group C,7/28/2015
P1425,Dr. Michael Taylor,South,Out-of-Network,Fee-for-Service,Medium,Group A,3/20/2017
P1426,Dr. Robert Taylor,Northeast,Out-of-Network,Shared Savings,High,Academic,9/10/2019
P1427,Dr. David Johnson,West,Out-of-Network,Capitated,Low,Group C,1/30/2020
P1428,Dr. John Jones,West,In-Network,Value-Based,Low,Independent,10/7/2019
P1429,Dr. Mary Garcia,South,In-Network,Value-Based,Low,Academic,9/5/2015
P1430,Dr. James Brown,Midwest,In-Network,Value-Based,Low,Group C,5/18/2022
P1431,Dr. Mary Miller,Northeast,Out-of-Network,Value-Based,Medium,Academic,6/25/2020
P1432,Dr. Robert Taylor,West,In-Network,Fee-for-Service,Medium,Group A,7/20/2022
P1433,Dr. John Taylor,Midwest,In-Network,Value-Based,Medium,Group C,10/16/2018
P1434,Dr. Mary Jones,West,In-Network,Shared Savings,Medium,Group B,8/28/2020
P1435,Dr. Michael Thomas,Northeast,In-Network,Fee-for-Service,Medium,Group A,2/23/2015
P1436,Dr. Linda Anderson,Midwest,Out-of-Network,Capitated,High,Group B,10/7/2021
P1437,Dr. Michael Williams,South,Out-of-Network,Capitated,High,Group C,3/6/2017
P1438,Dr. John Brown,West,Out-of-Network,Capitated,Medium,Group C,10/14/2015
P1439,Dr. Robert Williams,West,Out-of-Network,Value-Based,Medium,Group B,6/10/2021
P1440,Dr. Elizabeth Johnson,West,In-Network,Value-Based,Medium,Academic,10/16/2017
P1441,Dr. Linda Garcia,South,Out-of-Network,Fee-for-Service,Low,Group B,1/19/2022
P1442,Dr. Linda Anderson,West,Out-of-Network,Value-Based,Low,Group A,11/8/2016
P1443,Dr. Mary Brown,Midwest,Out-of-Network,Value-Based,Low,Independent,9/21/2021
P1444,Dr. John Brown,Midwest,Out-of-Network,Shared Savings,High,Independent,11/22/2020
P1445,Dr. Richard Thomas,Northeast,Out-of-Network,Capitated,Medium,Independent,10/12/2015
P1446,Dr. David Johnson,West,In-Network,Capitated,Low,Group C,11/26/2021
P1447,Dr. Robert Johnson,Midwest,In-Network,Value-Based,Medium,Group B,12/19/2023
P1448,Dr. Linda Smith,Northeast,Out-of-Network,Capitated,Medium,Group B,7/18/2022
P1449,Dr. James Miller,Northeast,Out-of-Network,Capitated,Medium,Group C,1/13/2020
P1450,Dr. Elizabeth Jones,West,In-Network,Fee-for-Service,Medium,Group B,5/11/2022
P1451,Dr. Linda Williams,West,Out-of-Network,Fee-for-Service,Low,Group A,2/17/2026
P1452,Dr. Barbara Davis,Northeast,Out-of-Network,Fee-for-Service,Medium,Group A,12/13/2017
P1453,Dr. Patricia Jones,Northeast,In-Network,Shared Savings,Medium,Group B,11/3/2020
P1454,Dr. James Anderson,Northeast,Out-of-Network,Capitated,Low,Group C,12/28/2016
P1455,Dr. Robert Anderson,Midwest,In-Network,Fee-for-Service,Low,Group C,10/31/2022
P1456,Dr. Elizabeth Miller,Northeast,In-Network,Capitated,High,Academic,2/21/2017
P1457,Dr. Susan Taylor,Midwest,In-Network,Value-Based,Low,Group C,12/12/2015
P1458,Dr. James Wilson,Northeast,In-Network,Capitated,Medium,Academic,10/6/2018
P1459,Dr. David Smith,West,In-Network,Shared Savings,Low,Group B,6/14/2020
P1460,Dr. Robert Anderson,Midwest,Out-of-Network,Fee-for-Service,Low,Group C,12/22/2022
P1461,Dr. Susan Smith,Northeast,In-Network,Value-Based,Medium,Group C,12/29/2019
P1462,Dr. Barbara Wilson,West,In-Network,Value-Based,Low,Independent,5/18/2023
P1463,Dr. James Williams,West,In-Network,Fee-for-Service,High,Independent,7/12/2022
P1464,Dr. Michael Wilson,South,In-Network,Value-Based,Medium,Academic,8/21/2023
P1465,Dr. James Thomas,West,Out-of-Network,Shared Savings,Medium,Academic,11/23/2020
P1466,Dr. Elizabeth Jones,Northeast,Out-of-Network,Fee-for-Service,Low,Group C,8/24/2017
P1467,Dr. John Miller,Northeast,Out-of-Network,Value-Based,Low,Academic,11/28/2015
P1468,Dr. Michael Thomas,South,Out-of-Network,Fee-for-Service,Low,Group A,11/28/2022
P1469,Dr. Elizabeth Thomas,South,Out-of-Network,Shared Savings,Medium,Group B,1/4/2025
P1470,Dr. James Miller,Midwest,In-Network,Fee-for-Service,Medium,Group C,10/21/2023
P1471,Dr. Patricia Garcia,Northeast,Out-of-Network,Shared Savings,Medium,Group A,6/7/2016
P1472,Dr. Patricia Garcia,South,In-Network,Capitated,Medium,Group B,5/9/2022
P1473,Dr. Mary Garcia,Northeast,Out-of-Network,Value-Based,High,Academic,10/29/2022
P1474,Dr. Barbara Jones,West,Out-of-Network,Capitated,High,Academic,7/13/2015
P1475,Dr. Elizabeth Jones,West,Out-of-Network,Capitated,Low,Group A,10/21/2019
P1476,Dr. Elizabeth Wilson,Northeast,In-Network,Fee-for-Service,Medium,Independent,2/7/2022
P1477,Dr. William Davis,South,Out-of-Network,Value-Based,High,Group A,1/6/2026
P1478,Dr. Patricia Smith,West,In-Network,Capitated,High,Group C,9/1/2022
P1479,Dr. David Jones,Northeast,In-Network,Value-Based,Medium,Group A,6/6/2022
P1480,Dr. Barbara Jones,Midwest,In-Network,Value-Based,High,Academic,7/2/2020
P1481,Dr. Michael Davis,Northeast,In-Network,Capitated,Low,Group B,1/30/2016
P1482,Dr. William Brown,West,Out-of-Network,Capitated,Low,Group A,6/30/2023
P1483,Dr. David Williams,Northeast,Out-of-Network,Capitated,Low,Group B,3/1/2017
P1484,Dr. John Garcia,Northeast,In-Network,Shared Savings,High,Academic,9/18/2019
P1485,Dr. Linda Anderson,West,In-Network,Value-Based,High,Academic,6/19/2019
P1486,Dr. John Anderson,Midwest,In-Network,Fee-for-Service,Medium,Group B,5/7/2017
P1487,Dr. Michael Johnson,Northeast,Out-of-Network,Fee-for-Service,Medium,Group B,1/29/2023
P1488,Dr. James Anderson,Midwest,Out-of-Network,Shared Savings,Medium,Group B,4/5/2021
P1489,Dr. Susan Wilson,Midwest,In-Network,Fee-for-Service,Medium,Group A,2/7/2024
P1490,Dr. Michael Johnson,South,Out-of-Network,Fee-for-Service,Medium,Academic,11/20/2019
P1491,Dr. Michael Anderson,West,Out-of-Network,Fee-for-Service,Low,Group B,5/31/2018
P1492,Dr. Elizabeth Williams,Northeast,In-Network,Value-Based,Low,Independent,2/13/2024
P1493,Dr. David Smith,Northeast,In-Network,Capitated,High,Group C,9/16/2016
P1494,Dr. Michael Jones,Northeast,In-Network,Value-Based,High,Independent,5/14/2022
P1495,Dr. Mary Smith,Midwest,Out-of-Network,Value-Based,High,Group C,10/11/2016
P1496,Dr. Michael Garcia,Northeast,Out-of-Network,Fee-for-Service,High,Group B,9/17/2018
P1497,Dr. Elizabeth Smith,West,Out-of-Network,Fee-for-Service,Medium,Group B,7/15/2018
P1498,Dr. Robert Anderson,Midwest,In-Network,Fee-for-Service,High,Group A,5/15/2016
P1499,Dr. James Thomas,Northeast,In-Network,Shared Savings,High,Group A,7/30/2015
P1500,Dr. Michael Taylor,West,In-Network,Fee-for-Service,High,Group B,2/11/2017
P1501,Dr. Robert Jones,Midwest,Out-of-Network,Fee-for-Service,Low,Independent,12/23/2020
P1502,Dr. Mary Davis,West,Out-of-Network,Value-Based,Low,Group A,7/17/2021
P1503,Dr. Barbara Anderson,Midwest,In-Network,Fee-for-Service,Medium,Group A,4/28/2015
P1504,Dr. Linda Jones,South,In-Network,Value-Based,Low,Independent,3/27/2025
P1505,Dr. Richard Taylor,South,Out-of-Network,Fee-for-Service,High,Group B,6/30/2018
P1506,Dr. David Brown,West,Out-of-Network,Fee-for-Service,Low,Group C,3/2/2020
P1507,Dr. Richard Anderson,Northeast,Out-of-Network,Value-Based,Medium,Group B,9/30/2025
P1508,Dr. Michael Brown,South,Out-of-Network,Capitated,Low,Group B,1/12/2015
P1509,Dr. Patricia Davis,Midwest,In-Network,Value-Based,Medium,Group B,6/9/2018
P1510,Dr. Patricia Garcia,South,In-Network,Capitated,High,Group C,8/23/2015
P1511,Dr. Michael Brown,West,In-Network,Capitated,Low,Independent,3/5/2025
P1512,Dr. Robert Anderson,South,Out-of-Network,Value-Based,Medium,Group A,7/9/2021
P1513,Dr. Susan Wilson,Midwest,Out-of-Network,Capitated,Low,Group B,3/12/2025
P1514,Dr. Jennifer Jones,Northeast,In-Network,Shared Savings,High,Group A,5/26/2016
P1515,Dr. Barbara Johnson,South,In-Network,Value-Based,Low,Group A,5/26/2021
P1516,Dr. Robert Smith,South,Out-of-Network,Value-Based,Medium,Group B,5/26/2019
P1517,Dr. Linda Williams,West,In-Network,Capitated,Medium,Group C,4/27/2023
P1518,Dr. Michael Miller,South,Out-of-Network,Value-Based,Medium,Group A,7/16/2019
P1519,Dr. Barbara Garcia,South,Out-of-Network,Value-Based,Medium,Group B,6/12/2016
P1520,Dr. Jennifer Anderson,South,Out-of-Network,Shared Savings,Low,Group C,10/2/2025
P1521,Dr. Patricia Garcia,West,In-Network,Shared Savings,Low,Group C,8/13/2024
P1522,Dr. Michael Johnson,South,Out-of-Network,Capitated,Medium,Group B,5/17/2017
P1523,Dr. Elizabeth Johnson,West,In-Network,Fee-for-Service,Medium,Academic,12/27/2022
P1524,Dr. Richard Brown,West,In-Network,Fee-for-Service,Low,Group C,7/8/2021
P1525,Dr. Linda Williams,Midwest,In-Network,Capitated,High,Group A,11/10/2023
P1526,Dr. David Smith,Midwest,Out-of-Network,Fee-for-Service,High,Independent,10/3/2017
P1527,Dr. Susan Taylor,West,In-Network,Fee-for-Service,Medium,Independent,4/27/2017
P1528,Dr. Susan Miller,South,Out-of-Network,Fee-for-Service,Low,Group C,7/30/2015
P1529,Dr. Robert Wilson,West,In-Network,Fee-for-Service,Low,Group B,9/10/2015
P1530,Dr. Robert Taylor,South,In-Network,Shared Savings,Medium,Group C,11/24/2024
P1531,Dr. John Wilson,Northeast,In-Network,Fee-for-Service,Low,Group B,12/10/2025
P1532,Dr. Linda Thomas,Northeast,In-Network,Shared Savings,High,Academic,6/30/2020
P1533,Dr. Robert Johnson,South,Out-of-Network,Fee-for-Service,High,Academic,1/18/2026
P1534,Dr. John Garcia,West,In-Network,Capitated,High,Academic,4/22/2022
P1535,Dr. Richard Jones,Northeast,In-Network,Fee-for-Service,Low,Independent,12/3/2015
P1536,Dr. John Smith,South,Out-of-Network,Fee-for-Service,High,Independent,5/22/2025
P1537,Dr. Mary Anderson,West,Out-of-Network,Value-Based,High,Group A,8/24/2018
P1538,Dr. William Smith,South,In-Network,Value-Based,Medium,Academic,9/9/2025
P1539,Dr. John Williams,West,In-Network,Value-Based,Low,Academic,3/23/2016
P1540,Dr. William Smith,Midwest,Out-of-Network,Fee-for-Service,High,Group B,1/28/2018
P1541,Dr. Barbara Johnson,South,Out-of-Network,Capitated,Low,Group B,12/18/2022
